family_name	first_name	other_name	Count
Varga	Evgenij Samuilovic	NA	2
Warén	Harry [Ilmari]	NA	2
Van't Hoff	J[acobus] H[enricus]	NA	2
Vansittart	Robert Gilbert Vansittart	NA	2
Wanscher	Vilhelm	NA	2
Vanner	Al	NA	2
Wanne	Olavi	NA	2
Wanjura	F[elix Richard Johannes]	NA	2
Wangson	Otto [Robert]	NA	2
Wangson	Otto Robert	NA	2
Wangerin	Ernst	NA	2
Wang	Erling	NA	2
Ward	Barbara	NA	2
Vapaavuori	Tuure	NA	2
Valtman	H	NA	2
Walter	Josef	NA	2
Walter	Edward Theodor	NA	2
Waln	Nora	NA	2
Valmstedt	E[rik] U[lrik]	NA	2
Wallroth	Karl August	NA	2
Wallqvist	Hjalmar	NA	2
Wallmark	Lars Johan	NA	2
Wallman	Henry	NA	2
Wallin	Åke [Herman Olof]	NA	2
Wallin	O[lai]	NA	2
Wallin	Jonas	NA	2
Wallin	J A	NA	2
Wallin	Hugo	NA	2
Wallin	Harald	NA	2
Wallin	Erik	NA	2
Wallin	Bror [Ludvig]	NA	2
Walton	Izaak	NA	2
Valros	Fredrik	NA	2
Vallin	Johan	NA	2
Wallinder	Johannes	NA	2
Wallin	Gotthard	NA	2
Wallner	Bo	NA	2
Vallin	Hervid	NA	2
Wallner	Johan	NA	2
Waller	Sture M	NA	2
Walli	Gustaf [Pontus]	NA	2
Wallgren	Henry	NA	2
Wallgren	G[eorg] R[abbe]	NA	2
Wallgren	Ernst [Jacob]	NA	2
Wallgren	Ernst	NA	2
Wallerius	Ivar Daniel	NA	2
Waller	Wilhelm	NA	2
Wallentin	Hugo [Ferdinand]	NA	2
Wallensköld	A[xel Gabriel]	NA	2
Wallenius	I[var] A[braham]	NA	2
Wallenberg	André Oscar	NA	2
Walldow	Erik	NA	2
Walldin	Pehr	NA	2
Wallberg	Carl Henrik	NA	2
Vallander	M	NA	2
Wallander	J[onas]	NA	2
Aminoff	Gustaf	NA	2
Svenske	Anders	NA	2
Valley	Gunnar	NA	2
Vallentin	Antonina	NA	2
Wallenberg	Johannes Knut	NA	2
Wallén	Erik	NA	2
Walin	Ingeborg [Maria]	NA	2
Valery	Bernard	NA	2
Valentin	Oscar	NA	2
Walén	[Gert] Claes [Johan]	NA	2
Waldén	Elin	NA	2
Walberg	Sven	NA	2
Vala	Katri	NA	2
Wakely	Charles	NA	2
Vajta	Vilmos	NA	2
Wahren	H[erman Gustaf Christian]	NA	2
Wahlström	Jonas Gustaf	NA	2
Wahlström	Johan E[rik]	NA	2
Wahlström	Baltzar Oskar Sixten	NA	2
Wahlroos	Achilles	NA	2
Wahlgren	Josef [Louis]	NA	2
Wahlin	Bertil [Jan Olof]	NA	2
Wahlgren	A[nders Nils Henrik]	NA	2
Wahlgren	[Otto] Agne	NA	2
Wahlfors	Gunnel	NA	2
Wahlbom	Carl	NA	2
Wahlberg	Viktor	NA	2
Wahlberg	Sten	NA	2
Wahlberg	Olof	NA	2
Wahlberg	Johan	NA	2
Wahrenberg	Erik Roland	NA	2
Wahlgren	Axel	NA	2
Säve	Carl Fredrik	NA	2
Wahlstedt	Alfred	NA	2
Carlberg	Kerstin	NA	2
Wahrberg	Ragnar	NA	2
Wagndal	Per	NA	2
Wagnsson	Gustaf	NA	2
Wagner	[Wilhelm] Richard	NA	2
Wagner	Karl Willy	NA	2
Wagnér	[John] Harald	NA	2
Wager Gunnarsson	Anna	NA	2
Wadner	G[ustaf] M[artin]	NA	2
Wadman	Nils Adolph	NA	2
Waddell	Charles Carey	NA	2
Morel	E. D	NA	2
Wangson	Otto	NA	2
Ronsjö	Einar	NA	2
Wachtmeister	Arvid [Albrecht Axelsson]	NA	2
Wachtmeister	A[larik]	NA	2
Vachell	H[orace] A[nnesley]	NA	2
Vaara	Väinö	NA	2
Utterman	Jacob Leonard	NA	2
Waaranen	Johan Esaias	NA	2
Wachtmeister	Axel Raoul	NA	2
Herslow	E	NA	2
Wacklin	Sara	NA	2
Utley	Freda	NA	2
Uschakoff	I	NA	2
Ursin	Nils Abraham [af]	NA	2
Ursin	Georg Fredrik	NA	2
Uppström	[Anders Erik] Wilhelm	NA	2
Ussing	Carl	NA	2
Upmark	Aug[ust]	NA	2
Unonius	Erik	NA	2
Unger	Jonas Bernhard	NA	2
Unwin	Stanley	NA	2
Upmark	August	NA	2
Uppling	Elsa	NA	2
Unander	Ferd[inand]	NA	2
Unander-Scharin	Erik	NA	2
Under	Marie	NA	2
Ulriksen	F	NA	2
Ullman	Sigfrid	NA	2
Ullman	Carl Magnus	NA	2
Ullitz	Ingeborg	NA	2
Ulin	Josef	NA	2
Ulfsparre	Hedvig	NA	2
Ulff	Herman Wilhelm	NA	2
Uhr	Elisabeth	NA	2
Uhlin	Georg	NA	2
Uhland	Wilhelm Heinrich	NA	2
Uhland	Johann Ludwig	NA	2
Ulff	S	NA	2
Ullenius	Gunnar	NA	2
Ullman	Alarik	NA	2
Ulff	Gustaf	NA	2
Ugglas	Ludvig af	NA	2
Uggla	John [Rafael]	NA	2
Uggla	E[vald] J[ulius] E[bbe]	NA	2
Uggla	C[arl] L[eonard]	NA	2
Uggla	A[rvid] E[mil]	NA	2
Ufer-Held	Frieda	NA	2
Uddenberg	C[arl] E[duard]	NA	2
Uddén	H[arald] Th[eodor]	NA	2
Törnwall	J[onas] Fr[edrik]	NA	2
Törnvall	A[nders Elof]	NA	2
Törnqvist	Hj[almar]	NA	2
Törnquist	Anders	NA	2
Törngren	Gust	NA	2
Törner	P[er] W[ilhelm]	NA	2
Törner	Claes Adrian	NA	2
Törner	A[dolf] R[ichard]	NA	2
Törnell	Gertrud	NA	2
Törnebladh	Ivar	NA	2
Törne	F[rans] V[ilhelm]	NA	2
Törne	Bengt [Axel] von	NA	2
Törnberg	Ragnar	NA	2
Törnberg	E. J	NA	2
Törn	Erland	NA	2
Tönnies	Ferdinand	NA	2
Törnwall	Jon Fredrik	NA	2
Törnudd	S	NA	2
Törnblom	Nils	NA	2
Törnbom	Gösta Zetterberg	NA	2
Törnebohm	Håkan	NA	2
Törnquist	John	NA	2
Tåström	Martin	NA	2
Typotius	Jakob	NA	2
Tydén	[Karl] Hilding	NA	2
Tuulio	Tyyni	NA	2
Turpeinen	Osmo [Kalervo]	NA	2
Turner	Ellen	NA	2
Turi	Johan [Olafsson]	NA	2
Turgot	Anne Robert Jacques	NA	2
Tyrén	Folke	NA	2
Turville-Petre	Gabriel	NA	2
Tyrén	Helge	NA	2
Tuominen	Oiva	NA	2
Tuominen	Jaakko	NA	2
Tuominen	Arvo	NA	2
Tunberger	[Märta] Pernilla [Elisabet Gotthardsdotter]	NA	2
Tullström	Helge	NA	2
Tullstorp	Gunnar Larsson	NA	2
Tullberg	S[ven] A[xel Teodor]	NA	2
Tullberg	S M	NA	2
Tulenheimo	A[ntti]	NA	2
Tudeer	Lauri O[skar] Th[eodor]	NA	2
Tschiffeli	[Johan Rudolf]	NA	2
Tscheiner	D J	NA	2
Tsasmir	Omar [Arey Emir]	NA	2
Trönnberg	[Sven Per] Gunnar	NA	2
Träskman	Sune [Gustaf Harald]	NA	2
Tunander	Ingemar	NA	2
Trolle	C. H	NA	2
NA	NA	Tryfiodoros	2
Trüstedt	Otto	NA	2
Truedsson	Nils Peter	NA	2
Trotzig	Karl [Emanuel]	NA	2
Trotzig	Ida	NA	2
Troil	Samuel Gustaf von	NA	2
Troell	[Nils Abraham]	NA	2
Troedsson	Gustaf [Timoteus]	NA	2
Trobäck	Emil [Henning]	NA	2
Trollope	Anthony	NA	2
Troedsson	Carl Birger	NA	2
Trotzig	Birgitta	NA	2
Petersson	Bror	NA	2
Treschow	Niels	NA	2
Treschow	[Johan] Aug[ust]	NA	2
Treitschke	Heinrich von	NA	2
Trapp	Robert von	NA	2
Trana	Erik [Andreas]	NA	2
Tramp	Ebba	NA	2
Torm	Frederik	NA	2
Kolmogorov	Andrej Nikolaevic	NA	2
Touchard-Lafosse	Georges	NA	2
Torup	Sophus	NA	2
Torssell	G[ustaf]	NA	2
Torssander	Erik	NA	2
Torslow	Erik	NA	2
Torpadius	Daniel Z	NA	2
Tornell	Henning	NA	2
Tornehed	Stig	NA	2
Torkildsén	Conrad	NA	2
Torin	Jonas	NA	2
Torén	Olof	NA	2
Topp	Peter Jonsson	NA	2
NA	NA	Tomten	2
Tomlinson	Everett T	NA	2
Tolvanen	Jouko	NA	2
Tolpo	Martin Johan	NA	2
Tollstén	A[dolf]	NA	2
Toll	K. O	NA	2
Tolderlund-Hansen	P[ovl]	NA	2
Tolstaja	Sof'ja Andreevna	NA	2
Tomner	J. Sigvard A	NA	2
Tommila	Olavi	NA	2
Toivonen	Yrjö Henrik	NA	2
Tjerneld	John [Otto]	NA	2
Tjerneld	[Erik] Håkan	NA	2
Tissié	Philippe	NA	2
Tisell	[Henrik] Johan M[ithander]	NA	2
Tirén	L[ars]	NA	2
Tirkkonen	Tauno	NA	2
Tocqueville	Alexis de	NA	2
Lundén-Welden	Gunnar	NA	2
Tillman	(John)	NA	2
Tillberg	Björn	NA	2
Björklund	Isaac	NA	2
Tilden	William T	NA	2
Tilas	Olof	NA	2
Tiililä	Osmo [Antero]	NA	2
Tiele Winckler	Eva von	NA	2
Tiele	Cornelius Petrus	NA	2
Tigerschiöld	Carl Wickman	NA	2
Tillhagen	Carl-Herman	NA	2
Wigforss	Brita	NA	2
Melin	Nisse	NA	2
Jonasson	Emanuel	NA	2
Tidström	Anders	NA	2
Tideström	[Lars] Gunnar [Gabriel]	NA	2
Tiderman	Oskar [Fritiof Gabriel]	NA	2
Tidén	Lars	NA	2
Tidner	Erik	NA	2
Tideström	Gunnar	NA	2
Bassman	Geo	NA	2
Mackeben	Theo	NA	2
Brouillard	Jeanne	NA	2
Oliviero	N	NA	2
Hajos	Joe	NA	2
Tiburtius	Tiburtius E	NA	2
Tiberg	Sven	NA	2
Thuresson	Jakob Victor	NA	2
NA	NA	Brutus	2
Thoursie	Ragnar	NA	2
Thunström	Olof [Fredrik]	NA	2
Thunström	C	NA	2
Thunman	Per Wilhelm	NA	2
Thunberg	Gustaf	NA	2
Thulin	Otto	NA	2
Thulin	[Richard] Henning [Konstantin]	NA	2
Thulin	[Johan] Einar [Ossian] J:son	NA	2
Thuleson	Oscar	NA	2
Thorstensson	C[arl] G[ustaf]	NA	2
Thorsson	S	NA	2
Thorsson	John [Oscar]	NA	2
Thorsson	John	NA	2
Thorselius	Torsten	NA	2
Thors	M[årten]	NA	2
Thorngren	[Per] Karl	NA	2
Thorngren	Karl	NA	2
Thorngren	Harald	NA	2
Thune	Nils	NA	2
Thulin	Olof	NA	2
Thunæus	Harald	NA	2
Thouless	Robert H	NA	2
Thomassen	Ejnar	NA	2
Thorell	K[nut] Erik	NA	2
Thorbjörnson	B	NA	2
Thorbert	[Johan] Hilding	NA	2
Thorarinsson	Sigurdur	NA	2
Thor	Johan	NA	2
Thomson	C[arl] G[ustaf]	NA	2
Thomson	A	NA	2
Thompson	Edward H[erbert]	NA	2
Thomé	L[ars] G[ustaf]	NA	2
Thomas	Daniel Heinrich	NA	2
Thomaeus	[Herman] Ragnar	NA	2
Thore	Nils	NA	2
NA	NA	Sigurður Þórarinsson	2
Thorburn	Bertil	NA	2
Bejerot	Nils	NA	2
Thomas	Louis	NA	2
Thorén	Ivar	NA	2
Carlén	Christina Serafia	NA	2
Dahlström	Gus	NA	2
NA	NA	E. R	2
Furuhjelm	August Leonhard	NA	2
NA	NA	Johanna S	2
Petersén	Arne	NA	2
Friman	Jeanette	NA	2
Friman	Johanna Charlotta	NA	2
Coots	J. Fred	NA	2
Meacham	Frank W	NA	2
Flodin	Sigfrid	NA	2
Ettore	Eugene	NA	2
Hallberg	Walter	NA	2
Felldin	Georg	NA	2
De Weille	Benny	NA	2
Reymers	Runar	NA	2
Thimm	C A	NA	2
Thillot	Alfred	NA	2
Thiersch	H[einrich] W[ilhelm] J[osias]	NA	2
Thierry d'Argenlieu	B[enoit]	NA	2
Thielers	Martin	NA	2
Theslöf	Gösta	NA	2
Thesleff	Rolf	NA	2
Thesleff	L	NA	2
Thesleff	Ellen	NA	2
Thesen	Kristian	NA	2
Thirring	Hans	NA	2
Thiis	Jens	NA	2
Therman	Tor	NA	2
Theorin	P[er] G[ustaf] E[manuel]	NA	2
Theorell	A[xel] G[abriel]	NA	2
Thelander	Signe	NA	2
Theiner	Augustin	NA	2
Thavenius	Fredrik Evald	NA	2
Thalin	Per Alexander	NA	2
Tham	Wollrath	NA	2
Thelaus	W. M	NA	2
Theorell	Hugo	NA	2
Thedenius	Knut Frederik	NA	2
Thalberg	Gustave	NA	2
Theander	Carl	NA	2
Coleman	Larry	NA	2
NA	NA	Mascheroni	2
Arnold	Harry	NA	2
Tessing	Sven	NA	2
Tesdorpf	J[ohn Jakob]	NA	2
Teschitel	Josef	NA	2
Terserus	J	NA	2
Ter Reehorst	K P	NA	2
Termo	M B	NA	2
Tenow	S[ven] W[alfrid]	NA	2
Tengvall	Gustaf	NA	2
Tengwall	Ernst [Josef]	NA	2
Tengström	Johan Jakob	NA	2
Tengström	Johan Jacob	NA	2
Tengstrand	Ivar [Erik Olof]	NA	2
Tengberg	[Johan] Rudolf	NA	2
Tellerstedt	Diedrich	NA	2
Tell	Wilhelm	NA	2
Teleki von Szek	Laszlo	NA	2
Tengberg	Rudolf	NA	2
Tejning	Stig	NA	2
Tegnér	C. G	NA	2
Tegendal	[Oskar] Edv[in]	NA	2
Teffi	Nadežda Aleksandrovna	NA	2
Taylor	J[ames] Hudson	NA	2
Taylor	James	NA	2
Taylor	Geraldine	NA	2
Taylor	C L	NA	2
Taylor	Archer	NA	2
Tavaststjerna	Hilja	NA	2
Tawaststjerna	Werner Nikolaus	NA	2
Taylor	Frederick Winslow	NA	2
Taylor	A. E	NA	2
Tead	Ordway	NA	2
Taube	Signe	NA	2
Taube	Ad[olf]	NA	2
Taub	Hans	NA	2
Taska	Artur	NA	2
Tarvainen	Olavi	NA	2
Taranger	Anton	NA	2
NA	NA	Tant Antonia	2
Tanner	Henry	NA	2
Tarstad	Henning	NA	2
Tauson	Gustaf	NA	2
Tansley	Arthur George	NA	2
Essen	Johan August von	NA	2
Tammsaare	A. H	NA	2
Tamm	P[er] G[ustaf]	NA	2
Tamm	[Claës] Oscar [Sebastian]	NA	2
Tamm	Anton	NA	2
Tamm	Adolf [Wilhelm]	NA	2
Tamelander	[Bertel] E[ino]	NA	2
Talvitie	Y[rjö Juho]	NA	2
Talve	Ilmar	NA	2
Tallqvist	Josef Verner	NA	2
Tallgren	Henrik	NA	2
Tallgren	Anna-Maria	NA	2
Tallbacka	Edvin	NA	2
Takman	John	NA	2
Takala	Martti	NA	2
NA	NA	Aläqa Tayyä Gäbrä Maryam	2
Tagantzeff	N S	NA	2
Tabachovitz	David	NA	2
Takolander	Gunnar	NA	2
Taine	Hippolyte	NA	2
Tabachovitz	A	NA	2
Olsson	K.E. Filip	NA	2
Niska	Adolf	NA	2
Merrill	Bob	NA	2
Johnston	Arthur	NA	2
McHugh	Jimmy	NA	2
Lawrence	Jack	NA	2
Reid	Don	NA	2
Berking	Willy	NA	2
Brown	Lew	NA	2
Sörman	H[arald Mikael]	NA	2
Sörling	W	NA	2
Sörensen	J	NA	2
Sörensen	Ingemar	NA	2
Sölvén	[Karl Otto] Arnold	NA	2
Söllscher	C[arl Fredrik Gillis]	NA	2
Södöö	Gustaf	NA	2
Sörndal	Olof	NA	2
Söderström	Arne	NA	2
Södermark	Per	NA	2
Södermark	Andreas	NA	2
Söderlund	[Nils] Gustaf	NA	2
Söderlund	Birger	NA	2
Söderlind	[Johan] Nils	NA	2
Söderholm	Margit [Charlotta]	NA	2
Söderholm	Johan Albert	NA	2
Söderholm	David	NA	2
Söderholm	Augusta	NA	2
Söderblom	Gunilla	NA	2
Söderberg	Sven	NA	2
Söderberg	Rolf	NA	2
Söderström	Mikaël	NA	2
Crona	Claes-Göran	NA	2
Söderberg	Gustaf Adolf	NA	2
Söderberg	[Johan] Edv[ard]	NA	2
Söderberg	Carl Gustaf	NA	2
Söderberg	Bror [Anton Wilhelm]	NA	2
Söderberg	A	NA	2
Söderbaum	Wilhelm [Victor]	NA	2
Söderbaum	Vilhelm [Viktor]	NA	2
Söderbaum	Wilhelm [Viktor]	NA	2
Söderbaum	Per Hjalmar	NA	2
Sääf	Knut	NA	2
Säve	Gunnar [Adolf]	NA	2
Säther	Alfr	NA	2
Särnmark	Uno	NA	2
Särner	John [Albin]	NA	2
Särkkä	T[oivo] J	NA	2
Sällfors	[Carl] Tarras	NA	2
Szymonowicz	Szymon	NA	2
Szinnyei	József	NA	2
Szczotka	Stanislaw	NA	2
Synnerberg	Carl	NA	2
Sylvén	Hjalmar	NA	2
Sylvan	Otto Rudolf	NA	2
Sylwan	Eilif [Christian]	NA	2
Sylvan	Blenda	NA	2
Syk	Ivan	NA	2
Syk	[Axel] Ivan [Gottfried]	NA	2
Sydow	Carl Fredrik v[on]	NA	2
Sydow	Axel Reinhold von	NA	2
Swärd	[Carl] Arvid	NA	2
Swinton	Andrew	NA	2
Swinstead	J[ohn] Howard	NA	2
Swinburne	Algernon Charles	NA	2
Sylvén	Bengt	NA	2
Calamnius	Johan Viktor	NA	2
Edelfelt, Johanna Catharina	f. Benzelstjerna	NA	2
Sventorzetski	Konstantin Reinhold	NA	2
Svensson	Vilhelm	NA	2
Svenson	Sven [Vilhelm]	NA	2
Svensson	Sven [August]	NA	2
Swensson	Sigge [Eugen]	NA	2
Svensson	Per Konrad	NA	2
Svensson	Otto	NA	2
Svensson	Nils Peter	NA	2
Svensson	Jón	NA	2
Swensson	Joh[annes]	NA	2
Svensson	Joh[annes]	NA	2
Swensson	J[ohan] A[nders]	NA	2
Swensson	Johan	NA	2
Svensson	J A	NA	2
Svensson	Harry G[ustaf]	NA	2
Swenson	Gust[af] C[arl] W[ictor]	NA	2
Swensson	E[rik]	NA	2
Svensson	Elin	NA	2
Svensson	Edit	NA	2
Svensson	C[arl] G[ustaf]	NA	2
Svensson	Arne	NA	2
Svensson	Anton B	NA	2
Svensson	Anders	NA	2
Svensson	A	NA	2
Svensson	Sam	NA	2
Svensson	Wilhelm	NA	2
Svenonius	Zelma	NA	2
Swenje	Ove	NA	2
Sven-Nilsson	Sven Ivar	NA	2
Swedmark	Per	NA	2
Svedlund	Anders	NA	2
Swederus	Hjalmar	NA	2
Svedelius	Axel	NA	2
Svedmark	Eugéne	NA	2
Swenne	Eric	NA	2
Swenander	Gustaf	NA	2
Blomgren	Joseph C	NA	2
Svedborg	Johannes	NA	2
Svedberg	Stig	NA	2
Swedberg	Hans	NA	2
Svedberg	[Johan] Elias	NA	2
Swedberg	A[nders]	NA	2
Svecin	Michail	NA	2
Swartz	John	NA	2
Swartz	Carl Gustaf Erik Carlsson	NA	2
Swartz	[Carl Gustaf] Erik C[arls]son	NA	2
Swartz	A	NA	2
Svartengren	Yngve [Adolf]	NA	2
Svartengren	Torsten Hildebrand	NA	2
Svartengren	Teodor	NA	2
Svarén	K[arl] J[ohan]	NA	2
Svantesson	Nils	NA	2
Svanfeldt	Gunnar [Letterstedt]	NA	2
Swane	Leo	NA	2
Svanander	Jonas	NA	2
Svan	Thekla	NA	2
Svan	Carl Gustaf	NA	2
Swalander	Agne	NA	2
Svahn	[Hans] Åke	NA	2
Suviranta	Br[uno]	NA	2
Suvanto	Seppo	NA	2
Suteev	Vladimir Grigor'evic	NA	2
Süssmuth	J J	NA	2
Suviranta	Br	NA	2
Svedbom	Vilhelm	NA	2
Svartholm	Nils	NA	2
Björkegren	Johannes	NA	2
Suova	Eino	NA	2
Suontausta	Tauno	NA	2
Suomi	Vilho	NA	2
Suolahti	Jaakko	NA	2
Sundström	Cay	NA	2
Sundstén	P[ehr] J[ohan]	NA	2
Sundqvist	[Karl] M[agnus]	NA	2
Sundqvist	Fredrik	NA	2
Sundquist	Edvin	NA	2
Sundin	Sven	NA	2
Sundin	Knut W	NA	2
Sundholm	Karin	NA	2
Sundgren	Pär	NA	2
Sundgren	J	NA	2
Sundgren	Catharina Margareta	NA	2
Sundius-Dahlström	Sigrid	NA	2
Sunner	Walfr	NA	2
Rönnholm	Albin	NA	2
Sundgren	Gunnar	NA	2
Sundquist	Sigurd	NA	2
Sundén	Karl Fr[edrik]	NA	2
Sundelin	[Nils Gustaf] Uno	NA	2
Sundbärg	[Axel] Gustaf	NA	2
Sundblad	Carl Gustaf Harald	NA	2
Sundberg	Per	NA	2
Sundberg	[Frans] Henri	NA	2
Sundberg	[Lars] Gustaf [Theodor]	NA	2
Sundberg	[Sven] Axel	NA	2
Sund	Viktor	NA	2
NA	NA	Sully Prudhomme	2
Sully	James	NA	2
Sukselainen	V[ieno] J[ohannes]	NA	2
Suenson	E	NA	2
Suber	Hj[almar] Johan	NA	2
Sundblad	Göran Olof	NA	2
Sundén	Johan Magnus	NA	2
Sundén	O. W	NA	2
Sundelin	Torsten	NA	2
Stöckel	H[einrich] F[riedrich] A[ugust]	NA	2
Stärner	Alfred	NA	2
Stålberg	Karl [Gottfrid]	NA	2
Ståhle	Peter	NA	2
Ståhlberg	P[etrus Gustaf Adolf]	NA	2
Ståhlberg	K E	NA	2
Ståhl	Joachim	NA	2
Ståhl	David	NA	2
Stuhr	P[eter] F[eddersen]	NA	2
Størmer	Carl	NA	2
Styrman	Georg	NA	2
Stuart	Frank S	NA	2
Stuart	Donald	NA	2
Strömsten	Axel	NA	2
Strömfelt	Carl Harald	NA	2
Strömersten	Johan Isak	NA	2
Strömborg	Signe	NA	2
Strömbom	N[ils] G[ustaf]	NA	2
Strömberg	Tyra	NA	2
Strömberg	Karl	NA	2
Strömberg	J	NA	2
Strömblad	Folke	NA	2
Strömgren	Bengt	NA	2
Ström	Åke V[iktor]	NA	2
Ström	Åke V[iktor Ored]	NA	2
Ström	Walter [Robert Valentin]	NA	2
Ström	S[igfrid]	NA	2
Ström	[Valter] Justus	NA	2
Ström	Hjalmar	NA	2
Ström	Georg	NA	2
Ström	Erland Fredrik	NA	2
Ström	A	NA	2
Strålin	Karin	NA	2
Strunge	Mogens	NA	2
Struensee	Johann Friedrich	NA	2
Strong	Leonard Alfred George	NA	2
Strokirch	Einar von	NA	2
Ström	Albin	NA	2
Struble	Gustav	NA	2
Stridsberg	Gustaf	NA	2
Stridbeck	[Karl Vilhelm] R[udolf]	NA	2
Streit	Kurt W	NA	2
Strehlenert	R[obert] W[ilhelm]	NA	2
Streckfuss	Adolph	NA	2
Strauss	Nathan	NA	2
Strauss	Friedrich Adolph	NA	2
Bergh	Severa	NA	2
Streeter	Edward	NA	2
Storck	Sven N	NA	2
Strasser	Karl Theodor	NA	2
Strass	Friedrich	NA	2
Strandmark	J[ohannes] E[wert]	NA	2
Strandmark	J[ohannes] E[vert]	NA	2
Strandman	Ernst	NA	2
Strand	Karl [E[rik]	NA	2
Stralenheim	Henning von	NA	2
Stoy	Otto	NA	2
Stotzingen	Gertrud von	NA	2
Stormbom	Nils-Börje	NA	2
Storckenfeldt	Carl Erik Gustaf Bleckert	NA	2
Stranz	Dietrich	NA	2
Strandberg	Kerstin	NA	2
Strandqvist	Magnus	NA	2
Stolt	Jonas	NA	2
Stokes	Manning Lee	NA	2
Stojanoff	Hedwig	NA	2
Stockmayer	O[tto]	NA	2
Dostal	Nico	NA	2
Stockhausen	Wally	NA	2
Stockenström	H	NA	2
Stobæus	Nils	NA	2
Stjernström	Lovisa Elisabeth	NA	2
Stjernström	Edvard	NA	2
Stiernsparre	Axel Magnus	NA	2
Stjernschantz	Göran	NA	2
Stjernstedt	Leonard Wilhelm	NA	2
Stille	Åke	NA	2
Stjerneld, Adolf	Ludvig	NA	2
Stieglitz	von	NA	2
Sterner	Lars-Gösta	NA	2
Stern	B[erthold]	NA	2
Stephens	Henry	NA	2
Stenvall	[Sven Johan] Gunnar	NA	2
Stenström	Thor [August Fritiof]	NA	2
Stenström	O[lof Emil]	NA	2
Stenström	Nils	NA	2
Stenström	Fritz	NA	2
Stenstrand	August J	NA	2
Stenqvist	E	NA	2
Stenmark	Bengt	NA	2
Stenbäck-Lönnberg	Signe	NA	2
Stenbäck	Elise	NA	2
Stenborg	Knut	NA	2
Sternberg	Fritz	NA	2
Stenberg	Sten Johan	NA	2
Stenberg	Sigfrid	NA	2
Stenberg	M	NA	2
Stenberg	Herman	NA	2
Stenberg	Carl	NA	2
Stenberg	Bernh	NA	2
Stenbeck	C. Hj	NA	2
Steinorth	Hans Joch	NA	2
Stein	[Christian Gottfried Daniel]	NA	2
Stefansson	Jon	NA	2
Steenstrup	[Johannes] Japetus [Smith]	NA	2
Steele	Jack	NA	2
Stavelius	H[jalmar] F[redrik]	NA	2
Stawe	Erik	NA	2
Stekel	Wilhelm	NA	2
Steensberg	Axel	NA	2
Steinach	Eugen	NA	2
NA	NA	Beda	2
Wärmell	Lennart	NA	2
Williams	Hank	NA	2
Olsson	Hjort Anders	NA	2
Campbell	Paul	NA	2
Formanowski	Max	NA	2
Van Heusen	James	NA	2
Fields	Irving	NA	2
Törnqvist	J. P	NA	2
Starck	Wilhelm	NA	2
Starck	[Lars] G[unnar]	NA	2
Starbäck	Nils	NA	2
Stapelmohr	S[ten Gunnar Axelsson] v[on]	NA	2
Stapelmohr	Henri von	NA	2
Stangenberg	[August] Emil	NA	2
Starck	Gunnar	NA	2
Stake	Isak	NA	2
Stahre	Sven-Arne	NA	2
Stahre	Gertrud M	NA	2
Stahre	[Nils] Arne	NA	2
Stahl	[Kristofer] H[enrik] W[ilhelm]	NA	2
Stafsén	[Per] Gust[af]	NA	2
Stadius	Odal	NA	2
Stadius	Karl Gunnar Svantesson	NA	2
Staaff	Ferdinand Nathanael	NA	2
Staaf	P[er] O[lof]	NA	2
Sandström	Hinrik Jakob	NA	2
Spåre	Ulla	NA	2
Spångberg	Ernest A	NA	2
Sporschil	Johann	NA	2
Spittler	Ludwig Timotheus von	NA	2
Spilling	James	NA	2
Sprengel	David	NA	2
Spärck	Ragnar	NA	2
Sperber	Hans	NA	2
Spear	William	NA	2
Sparre	Lars Magnus	NA	2
Sparre	Gustaf Adolf Vive	NA	2
Sparre	Axel Carlsson	NA	2
Sparr	L[ars]	NA	2
Sparfeld	Eduward	NA	2
Spanier	C M	NA	2
Spangenberg	Johan Gottlieb	NA	2
Spamer	Franz Otto	NA	2
Spaak	Ragnar	NA	2
Soulier	Edouard	NA	2
Sormunen	Eino [Aukusti]	NA	2
Sonesson	Jöns	NA	2
Sonesson	Gunnar	NA	2
Sondén	K[las Gustaf Anders]	NA	2
Sommarin	E[mil Frithiof Knut]	NA	2
Sommarin	Emil [Fritiof Knut]	NA	2
Sommar	[Erik] V[iktor]	NA	2
Sovijärvi	Antti	NA	2
Sparre	Karin	NA	2
Spessivtseff	Paul	NA	2
Spann	Othmar	NA	2
Spekke	Arnolds	NA	2
Lemkow	Jack	NA	2
Whitney	Joan	NA	2
Solov'ev	Vladimir Sergeevic	NA	2
NA	NA	Solon	2
Solms-Laubach	H[ermann]	NA	2
Sollerman	O	NA	2
Solitander	Axel	NA	2
Solitander	[Karl] Axel [Walfrid]	NA	2
Soldan	August Fredrik	NA	2
Solander	Daniel	NA	2
Sokolov	Michail Nikolaevic	NA	2
Soininen	Gunnar Julius Victor Douglas	NA	2
Sohlström	Gösta	NA	2
Sohlman	Ragnar	NA	2
Sohlman	Harald	NA	2
Sohlberg	Herman Fredrik	NA	2
Sohlberg	Elsie Irene	NA	2
NA	NA	Socius	2
Sobieski	Waclaw	NA	2
Snouck Hurgronje	Christiaan	NA	2
Snellman	Walter J	NA	2
Snellman	Lina	NA	2
Snellman	K	NA	2
Snellman	Johan Niclas	NA	2
Sneidern	Sven von	NA	2
Smuts	Jan Christiaan	NA	2
