original	polished	Count
Stockholm, Tryckt i Kongl. Tryckeriet 1813.	Sweden	   17
Stockholm, Tryckt i Kongl. Tryckeriet, 1819.	Sweden	   17
Stockholm, trykt i Kongl. tryckeriet.	Sweden	   17
Stockholm, 1774. Tryckt hos Henr. Fougt, Kongl. Boktryckare.	Sweden	   17
Typis Ludovici Decreaux, directoris officinæ typographicæ Londini Gothorum.	England	   17
Nürnberg	Germany	   17
[Paris]	France	   17
[Upsala ]	Sweden	   17
Wästeråhs	Sweden	   17
Petersburg	Russia	   17
Stockholm, tryckt i kongl. tryckeriet.	Sweden	   16
[Upsaliæ]	Sweden	   16
Carlscrona	Sweden	   16
Stockholm, Tryckt i Kongl. Tryckeriet, 1823.	Sweden	   15
Stockholm, tryckt i Kongl. tryckeriet, 1801.	Sweden	   15
Stockholm, Tryckt i Kongl. Tryckeriet, 1797.	Sweden	   15
Stockholm, Tryckt i Kongl. Tryckeriet hos Henr. Fougt, 1772. Stora Nygatan, Huset N:o 104.	Sweden	   15
Typis Caroli Gustavi Berling, directoris officinæ typographicæ Londini Gothorum.	England	   15
Christiania	Norway	   15
Londres	England	   15
[London]	England	   15
Stockholm, Tryckt uti Kongl. Booktr. hoos Sal. Wankifs Änckia.	Sweden	   14
Stockholm, Tryckt hoos Niclas Wankijf, Kongl. Booktryckiare.	Sweden	   14
Stockholm, Tryckt i Kongl. Tryckeriet, 1824.	Sweden	   14
Stockholm, tryckt i kongl. tryckeriet, 1799.	Sweden	   14
Stockholm, Tryckt i Kongl. Tryckeriet	Sweden	   14
Stockholm, Tryckt hos Henr. Fougt, Kongl. Boktryckare.	Sweden	   14
Stockholm Tryckt uti Kongl. Tryckeriet, Hos Directeuren Pet. Momma.	Sweden	   14
Stockholm, tryckte hos Olof Grahn, 1823.	Sweden	   14
Stockholm, Tryckt hoos Niclas Wankijff, Kongl. Booktryckiare.	Sweden	   13
Stockholm, tryckt i Kongl. Tryckeriet, 1812.	Sweden	   13
Stockholm, tryckt i kongl. tryckeriet, 1792.	Sweden	   13
Stockholm, Tryckt i Kongl. Tryckeriet, 1789.	Sweden	   13
Stockholm, Tryckt i Kongl. Tryckeriet hos Henr. Fougt, 1773.	Sweden	   13
Stockholm, Tryckt hos Directeuren Lars Salvius, 1760.	Sweden	   13
Åbo, tryckt hos Joh. Christoph. Frenckell.	Finland	   13
Upsaliæ, litteris Joh. Fr. Edman, reg. acad. typogr.	Sweden	   13
Lipsiæ	Germany	   13
Upsalæ	Sweden	   13
Hafniæ	Denmark	   13
Stockholm, tryckt hoos Niclas Wankijff, kongl. booktr.	Sweden	   13
Stockholmis	Sweden	   13
Stockholm, Tryckt i Kongl. Tryckeriet, 1826.	Sweden	   12
Lundæ, literis Berlingianis.	Sweden	   12
Venezia	Italy	   12
[Strängnäs ]	Sweden	   12
[Västerås]	Sweden	   12
Tryckt i Stockholm, hoos Ignatium Meurer.	Sweden	   12
Dorpati Livonorum, imprimebat Johannes Vogelius.	Estonia	   12
Upsaliæ, literis Wernerianis	Sweden	   12
Turku	Finland	   12
Stockholm ;;Åbo	Sweden	   12
Göttingen	Germany	   12
Stockholm, Tryckt i Kongl. Tryckeriet, 1820.	Sweden	   11
Tryckt i Stockholm, af Ignatio Meurer, Kongl. Booktr. Åhr 1665.	Sweden	   11
Stockholm, Tryckt i Kongl. Tryckeriet, 1825.	Sweden	   11
Stockholm, Tryckt i Kongl. Tryckeriet, 1822.	Sweden	   11
Stockholm, Trykt i Kongl. Tryckeriet, 1782.	Sweden	   11
Stockholm, Tryckt uti thet Kongl. Tryckeriet Hos Directeuren Pet. Momma.	Sweden	   11
Stockholm, Tryckt uti thet Kongl. Tryckeriet, Hos Directeuren Pet. Momma.	Sweden	   11
Stockholm, Tryckt uti det Kongl. Tryckeriet	Sweden	   11
Londini Gothorum, typis reg. aul. camer. & direct. reg. acad. Carolinæ typog. Caroli Gustavi Berling.	England	   11
Jönkiöping	Sweden	   11
U. o. tr. ;;[Stockholm:]	Sweden	   11
[Copenhagen]	Denmark	   11
Upsaliæ, excud. L. M. Höjer, reg. acad. typogr.	Sweden	   11
Kjøbenhavn	Denmark	   11
Stockholm, tryckt, uti det Kongl. boktryckeriet, hos Johan Henr. Werner. Kongl. maj:ts, så ock Ups. acad. Boktr. åhr 1718.	Sweden	   10
Stockholm, Tryckt hoos Henrich Keyser.	Sweden	   10
Stockholm, 1776. Trykt hos Henr. Fougt, R. K. W. O. Kongl. Boktryckare.	Sweden	   10
Stockholm, Tryckt hos Henr. Fougt, Kongl. Boktryckare, 1774.	Sweden	   10
Stockholm, Tryckt hos Direct. Lars Salvius, 1768.	Sweden	   10
Stockholm, Tryckt uti thet Kongl. Tryckeriet.	Sweden	   10
Stockholm ...	Sweden	   10
Londini	England	   10
Upsaliæ, litteris Joh. Fred. Edman, reg. acad. typogr.	Sweden	   10
Breslau	Poland	   10
Rostochii	Germany	   10
Hamburgi	Germany	   10
[Stockholm:]	Sweden	   10
Linkiöping	Sweden	   10
Stregnesiæ	Sweden	   10
Upsaliæ, apud Joh. Edman, direct. et reg. acad. typogr.	Sweden	   10
Stockholm, tryckte hos Olof Grahn, 1824.	Sweden	   10
Wien	Austria	   10
Tryckt i Upsala.	Sweden	   10
Stockholm Tryckt i Kongl. Tryckeriet 1811.	Sweden	    9
Stockholm, trykt i Kongl. tryckeriet, 1783.	Sweden	    9
[Stockholm] : [Kongl. tryckeriet]	Sweden	    9
Stockholm, tryckt hos Direct. Lars Salvius.	Sweden	    9
Stockholm Tryckt hos Lars Salvius.	Sweden	    9
Stockholm, uti det Kongl. tryckeriet, hos Joh. Henr. Werner, directeur öfwer alla tryckerien i riket, åhr 1726.	Sweden	    9
Stockholm, uti det Kongl. tryckeriet uplagdt, hos Joh. Henr. Werner, director öfwer alla tryckerien i riket, åhr 1720.	Sweden	    9
I Stockholm, uti det Kongl. tryckeriet uplagdt, hos Joh. Henr. Werner, director öfwer alla tryckerien i riket, åhr 1720.	Sweden	    9
Gryphiswaldiae, litteris J. H. Eckhardt, reg. acad. typogr.	Germany	    9
La Haye	Netherlands	    9
Upsaliæ, excudebant regiæ academiæ typographi	Sweden	    9
Upsaliæ excudebant regiæ academiæ typographi.	Sweden	    9
[Linköping:]	Sweden	    9
[Jönköping : Petter Hultman	Sweden	    9
Roma	Italy	    9
[Leipzig]	Germany	    9
Upsaliæ, ex officina Werneriana.	Sweden	    9
Madrid	Spain	    9
Holmiae	Sweden	    9
Stockholm ;;Upsala ;;Åbo	Sweden	    9
Stockholm, tryckt uti kongl. tryckeriet, hos directeuren Pet. Momma.	Sweden	    9
Lübeck	Germany	    9
Stockholm, Tryckt i Kongl. Tryckeriet, 1828.	Sweden	    8
Stockholm, Tryckt i Kongl. Tryckeriet, 1821.	Sweden	    8
Tryckt i Stockholm hoos Henrich Keyser.	Sweden	    8
Stockholm, Tryckt i Kongl. Tryckeriet. 1806.	Sweden	    8
Stockholm, trykt [!] i Kongl. tryckeriet, 1778.	Sweden	    8
Stockholm, Tryckt i Kongl. Tryckeriet hos Henr. Fougt, 1773. Stora Nygatan, Huset N:o 104.	Sweden	    8
Stockholm, Tryckt hos Lorens Ludvig Grefing.	Sweden	    8
Stockholm, trykt [!] uti thet Kongl. tryckeriet, hos directeuren Pet. Momma.	Sweden	    8
Stockholm, tryckt uti thet Kongl. tryckeriet hos directeuren Pet. Momma.	Sweden	    8
Stockholm, Uti thet Kongl. Tryckeriet Pet. Momma.	Sweden	    8
Stockholm, uti Kongl. Boktryckeriet uplagdt, Hos Joh. Henr. Werner, Directeur öfwer alla Tryckerien i Riket.	Sweden	    8
Lund, tryckt hos directeuren Carl Gustav Berling.	Sweden	    8
Lund, tryckt uti Berlingska boktryckeriet.	Sweden	    8
Gryphiae	Germany	    8
Upsaliæ excudebant Zeipel et Palmblad.	Sweden	    8
Upsaliæ, excudebant regiæ academiæ typographi.	Sweden	    8
[Götheborg]	Sweden	    8
Gryphiswaldiae	Germany	    8
Holmiæ Sveonum	Sweden	    8
Jenæ	Germany	    8
Amstelodami	Netherlands	    8
Vbsala	Sweden	    8
Upsaliæ impressa. [s.n.]	Sweden	    8
Upsaliæ, apud Johan. Edman, direct. et reg. acad. typogr.	Sweden	    8
Stockholm, tryckta hos Fr. B. Nestius, 1823.	Sweden	    8
Stockholm, tryckt i Kongl. Tryckeriet.	Sweden	    8
Holmiæ, literis Wernerianis.	Sweden	    8
Upsala, tryckt hos directeuren Johan Edman.	Sweden	    8
Lund ;;Stockholm	Sweden	    8
Stockholm, tryckt uti förr detta Grefingska tryckeriet, 1771.	Sweden	    8
Upsalis	Sweden	    8
Stockholm ;;Bern	Sweden	    8
Hernösand	Sweden	    8
Potsdam	Germany	    8
Stockholm, Tryckt i Kongl. Tryckeriet, 1827.	Sweden	    7
Tryckt i Linköping aff Daniel Kämpe, och finnes hoos honom til Kiöps.	Sweden	    7
Stockholm, Hos Joh. H. Werner, Kongl. Maj:ts och Upsala Acad. Boktr.	Sweden	    7
Stockholm, Tryckt uti Kongl. Booktr. hos Sal. Wankifs Änckia.	Sweden	    7
Stockholm, Tryckt aff Ignatio Meurer, och fins hoos honom til kiöps.	Sweden	    7
Stockholm, Tryckt i Kongl. Tryckeriet. 1801.	Sweden	    7
Stockholm, Tryckt i Kongl. Tryckeriet, 1788.	Sweden	    7
Stockholm, Tryckt i Kongl. Tryckeriet, 1783.	Sweden	    7
Stockholm, tryckt uti thet Kongl. bok-tryckeriet.	Sweden	    7
Stockholm, tryckt uti det Kongl. tryckeriet	Sweden	    7
Stockholm, å nyo Tryckt i Kongl. Tryckeriet, 1800.	Sweden	    7
Upsaliæ, [s.n.]	Sweden	    7
Copenhague	Denmark	    7
Upsaliæ, litteris Joh. Fredr. Edman, reg. acad. typogr.	Sweden	    7
Gryphiæ	Germany	    7
Vesterås	Sweden	    7
Khvn	Denmark	    7
Upsaliæ, apud Joh. Edman, reg. acad. typogr.	Sweden	    7
Londini Gothorum, litteris Berlingianis.	Sweden	    7
Sanktpeterburg	Russia	    7
Tryckt i Stockholm, aff Ignatio Meurer.	Sweden	    7
Stregnäs	Sweden	    7
Stregnesij	Sweden	    7
Romæ	Italy	    7
Wittebergæ	Germany	    7
Londini Scanorum	Sweden	    7
Stockholm, tryckta hos Olof Grahn, 1815.	Sweden	    7
Halle	Germany	    7
Göteborg ;;Stockholm	Sweden	    7
Stockholm ;;Upsala	Sweden	    7
Philadelphia	USA	    7
[Stockholm] :;[kungl. tryckeriet]	Sweden	    6
Stockholm, å nyo tryckt i Kongl. tryckeriet, 1807.	Sweden	    6
Turusa, Prändätty Frenckellin Kirjan-Prändisä.	Finland	    6
Stockholm, å nyo Tryckt i Kongl. Tryckeriet, 1797.	Sweden	    6
Stockholm, å nyo tryckt i Kongl. Tryckeriet, 1803.	Sweden	    6
Stockholm, Tryckt aff Niclas Wankijff, Kongl. Booktr.	Sweden	    6
Stockholm, Tryckt i Kongl. Tryckeriet 1814.	Sweden	    6
Stockholm, 1810, tryckt hos Directeuren och Kongl. Fält-Boktryckaren Peter Sohm.	Sweden	    6
Stockholm, tryckt i Kongl. tryckeriet, 1785.	Sweden	    6
Stockholm, trykt [!] i Kongl. tryckeriet 1778.	Sweden	    6
Stockholm, 1776. Trykt hos Henr. Fougt, Ridd. af K. W. O. Kongl. Boktryckare.	Sweden	    6
Stockholm, 1774. Tryckt hos Henr. Fougt, Ridd. af K. W. O. och Kongl. Boktryckare.	Sweden	    6
Stockholm, 1773. Tryckt hos Henr. Fougt, Kongl. Boktryckare.	Sweden	    6
Stockholm, Tryckt hos Direct. Lars Salvius, 1769.	Sweden	    6
Stockholm tryckt uti Kongl. tryckeriet, hos directeuren Pet. Momma.	Sweden	    6
Stockholm, Tryckt hos Joh. Laur. Horrn, Kongl. Antiqv. Archiv. Boktr.	Sweden	    6
Stockholm, uti det Kongl. Boktryckeriet, Hos Joh. Henr. Werner, Directeur öfwer alla Boktryckerien i Riket 1732.	Sweden	    6
Vilnae	Lithuania	    6
Upsaliae.	Sweden	    6
Köbenhavn	Denmark	    6
Upsaliæ, litteris direct. Johann. Edman.	Sweden	    6
Upsaliæ, litteris viduæ direct. Johan. Edman.	Sweden	    6
Weimar	Germany	    6
Hafniae	Denmark	    6
Aboæ, impressit Joh. Christoph. Frenckell.	Finland	    6
Londini Gothorum, literis Berlingianis.	England	    6
Upsaliæ, litteris viduæ direct. Johann. Edman.	Sweden	    6
Aboæ, typis Johannis Christophori Frenckell.	Finland	    6
Lundae, typis Berlingianis.	Sweden	    6
Utrecht	Netherlands	    6
Linkjöping	Sweden	    6
Parisiis	France	    6
U. o. tr. å. ;;[Åbo:]	Finland	    6
[Aboæ]	Finland	    6
Lugduni Batavorum	Netherlands	    6
[Uppsala ]	Sweden	    6
Åboæ	Finland	    6
U. o. tr. å. ;;[Stockholm]	Sweden	    6
Stetini	Poland	    6
Venetiis	Italy	    6
Lisboa	Portugal	    6
Vpsaliæ	Sweden	    6
[Uppsala	Sweden	    6
Genève	Switzerland	    6
Strasbourg	France	    6
Stockholm, tryckt af Peter Jöransson Nyström.	Sweden	    6
Upsala, tryckt hos Johan Edman, kongl. acad. boktr.	Sweden	    6
Kristiania	Norway	    6
Lund. Tryckt uti Berlingska boktryckeriet.	Sweden	    6
Stockholm, tryckt hos Henrik Anderszon Nordström, 1795.	Sweden	    6
Stockholm ;;Leipzig	Sweden	    6
Norrköping ;;Stockholm	Sweden	    6
Stockholm, tryckte hos Olof Grahn, 1818.	Sweden	    6
Stockholm, tryckt uti Kongl. Tryckeriet.	Sweden	    6
Stockholm, tryckt uti förr detta Grefingska tryckeriet, hos Henr. Fougt, 1771.	Sweden	    6
Viborg	Russia	    6
Stockholm ;;Köln	Sweden	    6
A Paris, chez Buisson ... M.DCC.LXXXVII. Avec approbation, et privilége du roi.	France	    5
Stockholmisa, Präntätty Kuning:sesa Suomalaisesa Präntisä, direktörin Johan A. Carlbohmin tykönä, 1804.	Sweden	    5
Stockholmisa, Präntätty Directörin Johan A. Carlbohmin tykönä, 1800.	Sweden	    5
Stockholmisa, Präntätty Kuningallisesa Suomalaisesa Präntisä.	Sweden	    5
Stockholm Tryckt uti Kongl. Booktryckerijet, hoos Sal. Wankijfs Änckia.	Sweden	    5
Stockholm Tryckt uti K. B. Sal. Niclas Wankijfs Tryckerij.	Sweden	    5
Stockholm, Tryckt aff Henrich Keyser, Kongl. Booktr.	Sweden	    5
Stockholm, Tryckt hoos Niclas Wankijff Kongl. Booktr.	Sweden	    5
Tryckt i Stockholm, af Ignatio Meurer, kongl. booktr. åhr 1664.	Sweden	    5
Stockholm, tryckt hoos Henrich Keyser, Kongl. booktryckiare.	Sweden	    5
Stockholm, tryckt i Kongl. Tryckeriet 1827.	Sweden	    5
Stockholm, tryckt i Kongl. Tryckeriet, 1813.	Sweden	    5
Stockholm, Tryckt i Kongl. Tryckeriet, 1786.	Sweden	    5
Stockholm, Tryckt i Kongl. Tryckeriet, 1785.	Sweden	    5
Stockholm, tryckt i Kongl. tryckeriet, 1783.	Sweden	    5
Stockholm, Tryckt hos Henr. Fougt, R. K. W. O. Kongl. Boktryckare.	Sweden	    5
Stockholm, 1776. Trykt hos Henr. Fougt, R. af K. W. O. Kongl. Boktryckare.	Sweden	    5
Stockholm, 1775. Tryckt hos Henr. Fougt, Ridd. af K:gl. W. O. och K:gl. Boktryckare	Sweden	    5
Stockholm, Tryckt i Kongl. Tryckeriet, hos Henr. Fougt, 1773.	Sweden	    5
Stockholm, Tryckt i Kongl. Tryckeriet, hos Henr. Fougt, 1772. Stora Nygatan, Huset N:o 104.	Sweden	    5
Stockholm, Tryckt hos Lorens Ludvig Grefing 1766.	Sweden	    5
Stockholm, Tryckt hos Direct. Lars Salvius, 1762.	Sweden	    5
Stockholm, Uti thet Kongl. Tryckeriet. Pet. Momma.	Sweden	    5
Stockholm, uti thet Kongl. tryckeriet, hos Joh. Henr. Werner, directeur öfwer alla tryckerien i riket åhr 1731.	Sweden	    5
Stockholm, uplagdt uti det Kongl. tryckeriet, hos Joh. H. Werner, directeur öfwer alla tryckerien i riket.	Sweden	    5
Stockholm, uti Kongl. boktryckeriet vplagdt, hos Joh. Henr. Werner. directeur öfwer alla tryckerien i riket.	Sweden	    5
Stockholm, tryckt uti det Kongl. tryckeriet 1726.	Sweden	    5
Stockholm, uti Kongl. boktryckeriet uplagdt, hos Joh. Henr. Werner. directeur öfwer alla tryckerien i riket.	Sweden	    5
Stockholm, å nyo tryckt i Kongl. tryckeriet, 1800.	Sweden	    5
I Stockholm, uti det Kongl. tryckeriet uplagdt, hos Joh. Henr. Werner, directeur öfwer alla tryckerien i riket, åhr 1721.	Sweden	    5
Basle	Switzerland	    5
Upsaliæ. [s. n.]	Sweden	    5
Londini Gothorum, ex officina directoris Caroli Gustavi Berling, reg. acad. Carol. typograph.	England	    5
Londini Gothorum. Ex officina directoris Caroli Gustavi Berling, reg. acad. Carol. typograph.	England	    5
Upsaliæ, litteris direct. Johan. Edman.	Sweden	    5
Upsaliæ, typis Joh. Edman, direct. et reg. acad. typogr.	Sweden	    5
Köpenhamn	Denmark	    5
Leeuwarden	Netherlands	    5
Gryphiae, litteris I. H. Eckhardt, reg. acad. typogr.	Germany	    5
Aboæ, impressit Johannes Christophorus Frenckell.	Finland	    5
Ulm	Germany	    5
Tryckt j Stockholm, aff Andrea Gutterwitz.	Sweden	    5
[Reval]	Estonia	    5
Coloniæ Agrippinæ	Germany	    5
[Amsterdam]	Netherlands	    5
[Hamburg]	Germany	    5
[Strängnäs]	Sweden	    5
[Stockholm?]	Sweden	    5
Francofurti	Germany	    5
Lubecæ	Germany	    5
[I slutet ] Stockholm	Sweden	    5
Wästeråås	Sweden	    5
Westeråhs	Sweden	    5
[Greifswald]	Germany	    5
Altona	Germany	    5
Upsaliæ, excudebant Stenhammar et Palmblad.	Sweden	    5
Stockholm, tryckt hos direct. Lars Salvius, år 1760.	Sweden	    5
Västerås ;;Strängnäs	Sweden	    5
Stockholm, tryckt hos Lars Salvius	Sweden	    5
[Skara]	Sweden	    5
Scaris	Sweden	    5
Stockholm, tryckt hos Johan Christ. Holmberg, 1786.	Sweden	    5
Norkiöping	Sweden	    5
Norköping	Sweden	    5
Norrköping ;;Linköping	Sweden	    5
Tryckt i Lund.	Sweden	    5
Linköping ;;Stockholm	Sweden	    5
Stockholm, 1825, hos Zacharias Hæggström.	Sweden	    5
Stockholm, tryckt hos Anders Jac. Nordström, 1792.	Sweden	    5
Spandau	Germany	    5
Carlstad, tryckt hos G. Wallencrona, 1828.	Sweden	    4
Stockholm, Tryckt hoos Ignatium Meurer.	Sweden	    4
Wästeråhs, tryckt af Boëtio Hagen, Anno 1687. Och finnes der til kiöpz.	Sweden	    4
Åbo, Tryckt aff Johan Winter, Åhr 1678.	Finland	    4
Linkiöping, Tryckt hoos Ephraim Kämpe.	Sweden	    4
Stockholm, Trykt i Kongl. Tryckeriet, 1809.	Sweden	    4
Stockholm, tryckt, uti Kongl. boktr. hos Joh. H. Werner. 1718.	Sweden	    4
Stockholm, hos Joh. H. Werner, Kongl. Maj:ts och Upsala Acad. Boktr. 1717.	Sweden	    4
